indicador;nivel_territorial;abertura_territorial;var_de_abertura1;categoria_de_abertura1;var_de_abertura2;categoria_de_abertura2;maio;junho;maio_para_junho;julho;junho_para_julho;agosto;julho_para_agosto;setembro;agosto_para_setembro;outubro;setembro_para_outubro;novembro;outubro_para_novembro
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de BPC;Total;5067,376486;5047,749527;-;4983,509976;-;4962,749913;-;4975,853045;-;4977,337521;-;4953,463183;-
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de BPC;Alguém recebe BPC;99,14420268;94,02544531;Estável;98,80604949;Estável;90,12337368;Estável;98,89687395;Estável;104,8811538;Estável;98,55388366;Estável
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de BPC;Ninguém recebe BPC;4968,232283;4953,724082;Estável;4884,703926;Queda;4872,626539;Estável;4876,956171;Estável;4872,456367;Estável;4854,909299;Estável
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Médio completo ao superior incompleto;Recebimento de BPC;Total;10419,67327;10505,03667;-;10584,69117;-;10569,39827;-;10529,25263;-;10574,05996;-;10631,7245;-
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Médio completo ao superior incompleto;Recebimento de BPC;Alguém recebe BPC;110,3204696;110,5789089;Estável;102,5541845;Estável;122,9285266;Estável;111,5822964;Estável;123,0278345;Estável;122,7417017;Estável
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Médio completo ao superior incompleto;Recebimento de BPC;Ninguém recebe BPC;10309,3528;10394,45776;Estável;10482,13698;Estável;10446,46975;Estável;10417,67034;Estável;10451,03212;Estável;10508,9828;Estável
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Superior completo ou pós-graduação;Recebimento de BPC;Total;6495,765548;6427,960862;-;6480,573239;-;6568,484728;-;6593,12788;-;6591,308838;-;6566,165894;-
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Superior completo ou pós-graduação;Recebimento de BPC;Alguém recebe BPC;31,70930063;23,26706314;Estável;25,58610944;Estável;23,3607537;Estável;21,37146415;Estável;21,38052577;Estável;23,22002325;Estável
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Superior completo ou pós-graduação;Recebimento de BPC;Ninguém recebe BPC;6464,056247;6404,693799;Queda;6454,987129;Estável;6545,123975;Aumento;6571,756416;Estável;6569,928312;Estável;6542,94587;Estável
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Total;Recebimento de BPC;Total;0,368663749;0,370105737;-;0,351783519;-;0,37309542;-;0,369216414;-;0,370273645;-;0,359258496;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Total;Recebimento de BPC;Alguém recebe BPC;4,400395702;4,202096218;-;4,04323267;-;4,137849504;-;4,072605174;-;4,082814683;-;4,089131619;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Total;Recebimento de BPC;Ninguém recebe BPC;0,382328888;0,38450309;-;0,366003687;-;0,388854138;-;0,384625286;-;0,386615348;-;0,375280887;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de BPC;Total;1,447000826;1,371500756;-;1,367923775;-;1,369359915;-;1,370306508;-;1,392965129;-;1,391315517;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de BPC;Alguém recebe BPC;5,468385084;5,103927629;-;4,93967625;-;5,065131478;-;4,96221938;-;5,097113576;-;5,059440546;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de BPC;Ninguém recebe BPC;1,475334287;1,402417104;-;1,399416474;-;1,394271446;-;1,40031592;-;1,420138747;-;1,415178734;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de BPC;Total;1,752626252;1,684295461;-;1,656459209;-;1,685421578;-;1,679737474;-;1,739444038;-;1,719343186;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de BPC;Alguém recebe BPC;10,69726307;10,31728725;-;10,15012384;-;9,933958612;-;10,09759363;-;9,829260951;-;9,782723159;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de BPC;Ninguém recebe BPC;1,779396719;1,708164729;-;1,677122699;-;1,704868421;-;1,697804274;-;1,760155064;-;1,741784462;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Médio completo ao superior incompleto;Recebimento de BPC;Total;1,111880689;1,07132529;-;1,123297286;-;1,143344435;-;1,1411495;-;1,129034848;-;1,150593591;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Médio completo ao superior incompleto;Recebimento de BPC;Alguém recebe BPC;10,40186393;10,16313751;-;10,46171492;-;10,12006768;-;10,03579923;-;10,42760806;-;10,49300327;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Médio completo ao superior incompleto;Recebimento de BPC;Ninguém recebe BPC;1,121572336;1,086874914;-;1,137821698;-;1,160380338;-;1,155672059;-;1,142226748;-;1,168563925;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Superior completo ou pós-graduação;Recebimento de BPC;Total;2,221680017;2,297354726;-;2,317750439;-;2,372011001;-;2,338578726;-;2,350512324;-;2,337442682;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Superior completo ou pós-graduação;Recebimento de BPC;Alguém recebe BPC;21,17068022;19,81653113;-;19,218068;-;19,97022997;-;18,91261434;-;20,28381351;-;19,67384963;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Superior completo ou pós-graduação;Recebimento de BPC;Ninguém recebe BPC;2,233712177;2,30326585;-;2,32400486;-;2,37839425;-;2,344555725;-;2,356594385;-;2,343933149;-
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Total;Recebimento de BPC;Total;100;100;-;100;-;100;-;100;-;100;-;100;-
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Total;Recebimento de BPC;Alguém recebe BPC;100;100;Estável;100;Estável;100;Estável;100;Estável;100;Estável;100;Estável
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Total;Recebimento de BPC;Ninguém recebe BPC;100;100;Estável;100;Estável;100;Estável;100;Estável;100;Estável;100;Estável
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de BPC;Total;26,42498514;26,81449271;-;26,7156658;-;26,59363577;-;26,6729737;-;26,52837902;-;26,44354167;-
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de BPC;Alguém recebe BPC;59,55507264;62,58678029;Estável;64,32124185;Aumento;64,10232203;Estável;65,83851688;Estável;63,79194815;Estável;64,38508539;Estável
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de BPC;Ninguém recebe BPC;25,75031538;26,07404955;Aumento;25,90344786;Estável;25,75481238;Estável;25,77062461;Estável;25,65719743;Estável;25,55837341;Estável
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de BPC;Total;16,96017071;16,80662213;-;16,56387807;-;16,48357444;-;16,51102592;-;16,51528276;-;16,44862048;-
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de BPC;Alguém recebe BPC;16,62650421;15,43763006;Estável;15,53352696;Estável;13,68463063;Estável;14,57172588;Estável;15,23346167;Estável;14,35486336;Estável
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de BPC;Ninguém recebe BPC;16,96696558;16,83495861;Estável;16,58613195;Queda;16,54616846;Estável;16,55570616;Estável;16,54525034;Estável;16,4974674;Estável
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Médio completo ao superior incompleto;Recebimento de BPC;Total;34,87395064;34,9768111;-;35,18073302;-;35,10583169;-;34,93848423;-;35,08574401;-;35,30402769;-
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Médio completo ao superior incompleto;Recebimento de BPC;Alguém recebe BPC;18,50076659;18,15547146;Estável;16,12277991;Estável;18,66587337;Estável;16,44082943;Estável;17,86917603;Estável;17,87793937;Estável
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Médio completo ao superior incompleto;Recebimento de BPC;Ninguém recebe BPC;35,20737844;35,32499252;Estável;35,59235313;Estável;35,47348577;Queda;35,36465838;Estável;35,48824858;Estável;35,71057468;Estável
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Superior completo ou pós-graduação;Recebimento de BPC;Total;21,74089351;21,40207407;-;21,53972311;-;21,81695811;-;21,87751615;-;21,87059422;-;21,80381015;-
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Superior completo ou pós-graduação;Recebimento de BPC;Alguém recebe BPC;5,317656565;3,820118184;Estável;4,022451285;Estável;3,547173975;Estável;3,148927815;Estável;3,105414155;Estável;3,382111882;Estável
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Superior completo ou pós-graduação;Recebimento de BPC;Ninguém recebe BPC;22,0753406;21,76599932;Queda;21,91806706;Estável;22,22553339;Aumento;22,30901085;Estável;22,30930365;Estável;22,23358451;Estável
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Total;Recebimento de BPC;Total;0;0;-;0;-;0;-;0;-;0;-;0;-
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Total;Recebimento de BPC;Alguém recebe BPC;0;0;-;0;-;0;-;0;-;0;-;0;-
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Total;Recebimento de BPC;Ninguém recebe BPC;0;0;-;0;-;0;-;0;-;0;-;0;-
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de BPC;Total;1,399208505;1,318719777;-;1,328483493;-;1,330155222;-;1,330137008;-;1,359931073;-;1,348163021;-
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de BPC;Alguém recebe BPC;3,561040151;3,137715824;-;2,998515921;-;3,079582412;-;2,820632124;-;3,098165399;-;3,034853279;-
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de BPC;Ninguém recebe BPC;1,434483613;1,356728491;-;1,367362255;-;1,364923136;-;1,370525441;-;1,3976187;-;1,383809373;-
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de BPC;Total;1,707789895;1,633030352;-;1,622814616;-;1,647734681;-;1,64171829;-;1,709020628;-;1,686883049;-
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de BPC;Alguém recebe BPC;9,643509451;9,217488379;-;9,216226216;-;9,157473629;-;9,148978627;-;9,075639544;-;9,110680559;-
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de BPC;Ninguém recebe BPC;1,736959822;1,657534739;-;1,645058277;-;1,670255359;-;1,66396035;-;1,732661809;-;1,716247402;-
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Médio completo ao superior incompleto;Recebimento de BPC;Total;1,035994532;1,006563412;-;1,044423118;-;1,072511212;-;1,059526272;-;1,047702707;-;1,069129258;-
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Médio completo ao superior incompleto;Recebimento de BPC;Alguém recebe BPC;9,281253068;9,054702608;-;9,48202082;-;8,894301647;-;9,152215741;-;9,358200432;-;9,341691341;-
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Médio completo ao superior incompleto;Recebimento de BPC;Ninguém recebe BPC;1,044017378;1,021994644;-;1,057543951;-;1,085566525;-;1,072534526;-;1,05807884;-;1,082371966;-
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Superior completo ou pós-graduação;Recebimento de BPC;Total;2,204208799;2,273584073;-;2,300747818;-;2,337706623;-;2,315223828;-;2,317665105;-;2,321909891;-
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Superior completo ou pós-graduação;Recebimento de BPC;Alguém recebe BPC;20,51094925;19,59639556;-;18,90725079;-;19,70289069;-;18,77398324;-;20,07016912;-;19,47402658;-
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Superior completo ou pós-graduação;Recebimento de BPC;Ninguém recebe BPC;2,201934439;2,265097663;-;2,293781518;-;2,329252725;-;2,303749347;-;2,307003385;-;2,310553461;-
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Total;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;29878,09836;30034,2894;-;30086,61349;-;30107,24362;-;30136,54674;-;30137,76751;-;30114,76365;-
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Total;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;10500,24206;11857,20373;Aumento;12299,07405;Aumento;12222,59022;Estável;12163,16384;Estável;11789,17878;Queda;11477,40899;Queda
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Total;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;19377,8563;18177,08567;Queda;17787,53945;Queda;17884,6534;Estável;17973,38291;Estável;18348,58872;Aumento;18637,35466;Aumento
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;7895,283053;8053,54234;-;8037,839112;-;8006,610708;-;8038,313186;-;7995,061191;-;7963,410077;-
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;3608,437306;4034,436105;Aumento;4120,929094;Aumento;4085,652512;Estável;4097,079031;Estável;3991,805456;Queda;3933,713315;Queda
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;4286,845748;4019,106236;Queda;3916,910017;Queda;3920,958195;Estável;3941,234155;Estável;4003,255735;Aumento;4029,696762;Aumento
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;5067,376486;5047,749527;-;4983,509976;-;4962,749913;-;4975,853045;-;4977,337521;-;4953,463183;-
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;2178,637352;2425,287593;Aumento;2521,517752;Aumento;2491,404576;Estável;2493,245541;Estável;2447,238656;Queda;2352,28767;Queda
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;2888,739133;2622,461934;Queda;2461,992224;Queda;2471,345336;Estável;2482,607504;Estável;2530,098865;Aumento;2601,175512;Aumento
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Médio completo ao superior incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;10419,67327;10505,03667;-;10584,69117;-;10569,39827;-;10529,25263;-;10574,05996;-;10631,7245;-
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Médio completo ao superior incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;3771,810194;4312,653203;Aumento;4508,273311;Aumento;4535,854038;Estável;4485,99606;Estável;4322,278153;Queda;4195,919624;Queda
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Médio completo ao superior incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;6647,863079;6192,383465;Queda;6076,417855;Queda;6033,544234;Estável;6043,256573;Estável;6251,781803;Aumento;6435,804875;Aumento
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Superior completo ou pós-graduação;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;6495,765548;6427,960862;-;6480,573239;-;6568,484728;-;6593,12788;-;6591,308838;-;6566,165894;-
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Superior completo ou pós-graduação;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;941,3572085;1084,826829;Aumento;1148,353889;Aumento;1109,679089;Estável;1086,843205;Estável;1027,856518;Queda;995,4883794;Queda
Pessoas responsáveis pelo domicílio (mil pessoas);Grande Região;Sudeste;Nível de instrução;Superior completo ou pós-graduação;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;5554,40834;5343,134033;Queda;5332,219349;Estável;5458,805639;Aumento;5506,284675;Estável;5563,45232;Aumento;5570,677514;Estável
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Total;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;0,368663749;0,370105737;-;0,351783519;-;0,37309542;-;0,369216414;-;0,370273645;-;0,359258496;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Total;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;1,210082803;1,134315636;-;1,143419003;-;1,093891275;-;1,115771771;-;1,183357563;-;1,217296395;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Total;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;0,696752584;0,743796255;-;0,788359294;-;0,793375721;-;0,799073579;-;0,826660942;-;0,78612703;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;1,447000826;1,371500756;-;1,367923775;-;1,369359915;-;1,370306508;-;1,392965129;-;1,391315517;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;2,119817461;1,932211159;-;1,92415184;-;1,911347108;-;1,91160757;-;1,938081958;-;1,97869914;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;1,695813508;1,66559394;-;1,66773533;-;1,655154202;-;1,681820743;-;1,724910816;-;1,703767637;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;1,752626252;1,684295461;-;1,656459209;-;1,685421578;-;1,679737474;-;1,739444038;-;1,719343186;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;2,602192686;2,4243462;-;2,387938941;-;2,348047644;-;2,437615692;-;2,54285761;-;2,647365822;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;2,21666297;2,157774176;-;2,313778589;-;2,380901633;-;2,381769405;-;2,443362901;-;2,358430485;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Médio completo ao superior incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;1,111880689;1,07132529;-;1,123297286;-;1,143344435;-;1,1411495;-;1,129034848;-;1,150593591;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Médio completo ao superior incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;2,087171988;1,948675996;-;2,016792513;-;2,018867457;-;1,95229353;-;2,041956963;-;2,155452948;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Médio completo ao superior incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;1,416937502;1,453415215;-;1,491617404;-;1,510098443;-;1,533279352;-;1,50266294;-;1,510161573;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Superior completo ou pós-graduação;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;2,221680017;2,297354726;-;2,317750439;-;2,372011001;-;2,338578726;-;2,350512324;-;2,337442682;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Superior completo ou pós-graduação;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;3,931127826;3,749129275;-;3,55168995;-;3,740239889;-;3,578026827;-;3,78791806;-;3,927617516;-
CV - Pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Superior completo ou pós-graduação;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;2,42223151;2,466990948;-;2,531754957;-;2,557679532;-;2,575970605;-;2,66088671;-;2,59636886;-
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Total;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;100;100;-;100;-;100;-;100;-;100;-;100;-
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Total;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;100;100;Aumento;100;Aumento;100;Estável;100;Estável;100;Queda;100;Queda
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Total;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;100;100;Queda;100;Queda;100;Estável;100;Estável;100;Aumento;100;Aumento
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;26,42498514;26,81449271;-;26,7156658;-;26,59363577;-;26,6729737;-;26,52837902;-;26,44354167;-
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;34,36527734;34,02519006;Aumento;33,50601093;Aumento;33,42705957;Estável;33,68432002;Estável;33,85991111;Queda;34,27353089;Queda
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sudeste;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;22,12239415;22,11083949;Queda;22,02052751;Queda;21,92359061;Estável;21,92817109;Estável;21,81778553;Aumento;21,62161334;Aumento
